country,director,genre,poster,release_year,starring,title
China,"Jeffrey Chiang Gu-Jun, Peng Xue-Zi, Du Yuan, Jiang Hong-Min ","historical, martial arts",https://en.hkcinema.ru/foto/5c923ee8317af.jpg,2019,"Joseph Zeng, Yukee Chen Yu-Qi, Bambi Zhu Xu-Dan, Zhang Chao-Ren, Lin Shen, Cao Xi-Yue, Kathy Chow Hoi-Mei, Zong Feng-Yan, Zhang Yong-Gang ",Heavenly Sword Dragon Slaying Sabre
China,"Wang Ya, Lau Hoi-Bor ","action, martial arts, historical",https://en.hkcinema.ru/foto/5d984ea49bc5d.jpg,2019,"Dong Bo, Xiao He, Zhao Shuai, Quan You, Chen Yu-Ming, Li Dong-Guo, Zhao Ji, Adam Palin, Xu Xiao-Xi, Tang Ya, Shang Kai ",Da Mo Hang Dao Hang
Taiwan,Wang Yu ,martial arts,https://en.hkcinema.ru/foto/294dbff8.jpg,1979,"David Chiang Da-Wei, Mang Fei, Yang Guan-Guan, Tien Yeh, Chang Fu-Chien, Jack Lung Sai-Ga, Yuen Sam, Feng Chun-Ping, Woo Hon-Cheung ",A Sword Shot at the Sun
Taiwan,William Cheung Kei ,martial arts,https://en.hkcinema.ru/foto/eec089bf.jpg,1978,"Chia Ling, Tien Peng, Kong Ban, Got Siu-Bo, Chen Chiu, Tin Hok, Lo Dik, Emily Cheung Ying-Chan, Ma Cheung, Shih Ting-Ken, Hau Pak-Wai ",Flying Swallow
Hong Kong,"Chan Kwok-Wah, Kong Ha ",martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1965,"Walter Tso Tat-Wah, Yu So-Chau, Ding Ming, Connie Chan Po-Chu, Sek Kin, Sze-Ma Wah-Lung, Lok Gung, Ling Mung, Sai Gwa-Pau ",Twin Swords
Hong Kong,Wong Hok-Sing ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Lam Fung, Wong Chiu-Miu, Yu Kai, Connie Chan Po-Chu ","Mythical Crane, Evil Dragon"
Hong Kong,"Raymond Yip Wai-Man, Manfred Wong Man-Chun ","martial arts, drama",https://en.hkcinema.ru/foto/322f6b11.jpg,2010,"Aarif Lee Chi-Ting, Tony Leung Ka-Fai, DaDa Lo Chung-Chi, Jennifer Tse Ting-Ting, Zray Zhang Yi-Shan, Christy Chung Lai-Tai, Michelle Ye Xuan ","Bruce Lee, My Brother"
China,Shang Jing ,"martial arts, comedy",https://en.hkcinema.ru/foto/27263ebe.jpg,2011,"Yan Ni, Yao Chen, Sha Yi, Yu En-Tai, Ni Hong-Jie, Xiao Jian, Jiang Chao, Wang Lei, Yue Yue-Li, Lemon Zhang Meng, Wu Ma, Fan Ming ",My Own Swordsman
Hong Kong,Griffin Yueh Feng ,martial arts,https://en.hkcinema.ru/foto/be3036bc.jpg,1972,"Shih Szu, Yueh Hua, Fan Mei-Sheng, Tung Lam, Chen Yan-Yan, Ng Ming-Choi, Tang Ti, Woo Wai, Wong Ching-Ho, Simon Chui Yee-Ang ",The Young Avenger
Hong Kong,Sek Bing-Chan ,"martial arts, adult",https://en.hkcinema.ru/foto/5e4d5807.jpg,1994,"Wang Qun, Takajo Fujimi, Poon Tak-Chuen, Leung Seung-Wan, So Kwok-Leung, Huang Kuan-Hsiung, Si Ching-Ching ",Satyr Monks
Hong Kong,Lee Fa ,martial arts,https://en.hkcinema.ru/foto/126ef34d.jpg,1964,"Pearl Au Ka-Wai, Kong Hon, Sek Kin, Lee Yuet-Ching, Ho King-Fan, Sai Gwa-Pau, Simon Yuen Siu-Tin, Yeung Yip-Wang ",The Musketeer from Luoyang
Hong Kong,Wong Hok-Sing ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1964,"Walter Tso Tat-Wah, Yu So-Chau, Lee Hung, Connie Chan Po-Chu ",Musketeers Plundering South Yangtze
Hong Kong,,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1982,"David Chiang Da-Wei, David Lau Chi-Wing, Amy Chan Sau-Man, Baau Hon-Lam, Willy Kong Tou, Jue Sing-Choi, Fung Chan, Wong Chik-Sam ",Hung Ba Tin Ha
Hong Kong,Wong Tin-Lam ,"martial arts, fantasy",https://en.hkcinema.ru/foto/nofoto.gif,1957,"Wong Fung, Seung-Goon Wai-Chu, Wong Hing-Man, Lee Wai ",Flying Swordsman's Raid on Criminal Monastery (Part 2)
Taiwan,Chen Chu-Huang ,"martial arts, comedy, children's",https://en.hkcinema.ru/foto/5c418823.jpg,1986,"Lin Kuang-Yung, Chan Kai-Jun, Gam Dai, Wei Pin-Ao, Lee Kwan, Yeung Hung, Cho Sheng-Li, Chiu Seun, Man Shui ",The Incredible Kids
Hong Kong,David Wu Dai-Wai ,"fantasy, romance, martial arts",https://en.hkcinema.ru/foto/3f96f746.jpg,1993,"Sunny Chan Kam-Hung, Brigitte Lin Ching-Hsia, Christy Chung Lai-Tai, Joey Man Yee-Man, Lily Chung Suk-Wai, Richard Sun Kwok-Ho ",The Bride with White Hair 2
Hong Kong,Liu Fang-Gang ,"martial arts, comedy",https://en.hkcinema.ru/foto/dc7e8cec.jpg,1970,"Ingrid Hu Yin-Yin, Hsieh Yung, Leung Sing-Bo, Su Chiang, Wong Sam, Lee Ying, Paul Chang Chung, Chiang Nan, Hung Mei ",Lucky Strike
Hong Kong,"Tony Liu Chun-Ku, Chun Jo-Myuong ",martial arts,https://en.hkcinema.ru/foto/de71faf8.jpg,1977,"Cecilia Wong Hang-Sau, Thompson Kao Kang, Chang Yi-Tao, Tony Liu Chun-Ku, Wong Kwok-Leung, Tang Tak-Cheung, Bruce Cheung Mong ",Stranger from Shaolin
Taiwan,"Dung Gam-Woo, Wu Min-Hsiung ",martial arts,https://en.hkcinema.ru/foto/38dd8121.jpg,1970,"Kong Ban, Chen Hung-Lieh, Wong Yeuk-Ping, Au Lap-Bo, Lung Fei, Liu Chu, Li Hsuan, Hung Gam-Lin, Wu Min-Hsiung, Wong Jun, Yiu Siu-Cheung ",Unparallelled Judo Knife
Taiwan,Chung Fuk-Man ,martial arts,https://en.hkcinema.ru/foto/980778a7.jpg,1980,"Chan Sing, Chi Kuan-Chun, Doris Lung Chun-Erh, Cho Boon-Feng, Hsia Hou-Chun, Leung Fung, Chang Chi-Ping, Hei Ying, Henry Luk Yat-Lung ",Beggars Have No Equal
Hong Kong,Hua Shan ,martial arts,https://en.hkcinema.ru/foto/b5b043ce.jpg,1979,"Billy Chong Chuen-Lei, Brandy Yuen Jan-Yeung, Simon Yuen Siu-Tin, Chu Tit-Wo, Wong Chi-Ming, Jim James, David Wu Dai-Wai ",Crystal Fist
Hong Kong,,"action, martial arts",https://en.hkcinema.ru/foto/ad96ea92.jpg,1988,"Jonathan Isgar, Ho Pak-Kwong, Christine Redmen, Kent Cheng Jak-Si, Ga Lun, Addy Sung Gam-Loi, Kwan Hoi-San ","Ninja, Phantom Heros U.S.A."
Hong Kong,Chan Man ,martial arts,https://en.hkcinema.ru/foto/122ffca3.jpg,1966,"Patrick Tse Yin, Patsy Ka Ling, Kong Suet, Yeung Sai, Tong Kai, Liu Chia-Liang, Helena Law Lan, Fung Ngai, Chu Siu-Boh, Simon Yuen Siu-Tin ",One Duel Too Many (Part 1)
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1969,"Lui Kei, Suet Nei, Sek Kin, Tam Bing-Man, Sze-Ma Wah-Lung, Yeung Yip-Wang, On Wai-Lin, Fung Ging-Man, Sai Gwa-Pau, Chan Ho-Kau ",The One-eyed Loner
Hong Kong,,"drama, martial arts, fantasy",https://en.hkcinema.ru/foto/5c6168c1bcb93.jpg,2021,Edmond Pang Ho-Cheung ,The Deer and the Cauldron
Taiwan,Jimmy Wang Yu ,martial arts,https://en.hkcinema.ru/foto/89e2ab27.jpg,1971,"Jimmy Wang Yu, Polly Shang-Kuan Ling-Feng, Paul Chang Chung, Kenneth Tsang Kong, Hsieh Han, Wan Chung-Shan, Miao Tian, Su Chen-Ping ",The Brave and the Evil
China,Raman Hui ,"martial arts, comedy, adventure, fantasy, romance",https://en.hkcinema.ru/foto/5b50af891f144.jpg,2018,"Bai Baihe, Boran Jing Bo-Ran, Tony Leung Chiu-Wai, Huang Lei, Li Yu-Chun, Eric Tsang Chi-Wai, Sandra Ng Kwun-Yu, Tony Yang You-Ning ",Monster Hunt 2
Hong Kong,"Fung Hak-On, Law Kei ",martial arts,https://en.hkcinema.ru/foto/c7f57489.jpg,1981,"Lau Ga-Yung, Lee Hoi-Sang, Mang Chiu, Lau Nga-Lai, Fung Hak-On, Chu Tit-Wo, Wilson Tong Wai-Shing, Tai Bo, Wu Ma, Melvin Wong Gam-San ",The Gold Hunters
Hong Kong,,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1984,Bruce Le ,Treasure Hunters
Hong Kong,Chan Lit-Ban ,martial arts,https://en.hkcinema.ru/foto/7f61d4e0.jpg,1967,"Connie Chan Po-Chu, Suet Nei, Kenneth Tsang Kong, Lee Kui-On, Teresa Ha Ping, Wong Oi-Ming, Tang Ti, Sek Kin, Law Oi-Seung ",Paragon of Sword and Knife
Hong Kong,Xiong Xin-Xin ,"action, martial arts",https://en.hkcinema.ru/foto/df026c59.jpg,2009,"Jiang Lu-Xia, Sam Lee Chan-Sam, Eddie Cheung Siu-Fai, Kane Kosugi, Wanja Gotz, Chan Kwok-Bong, Mike Möller, Mike Muller, Andy Taylor ",Coweb
Hong Kong,"Chang Cheh, Pao Hsueh-Li, Wu Ma ",martial arts,https://en.hkcinema.ru/foto/26869066.jpg,1973,"Ti Lung, David Chiang Da-Wei, Tin Ching, Lau Gong, Bruce Tong Yim-Chaan, Fan Mei-Sheng, Yue Fung, Dean Shek Tin, Wu Chi-Chin ",The Pirate
Hong Kong,Ku Wen-Chung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1951,"Sek Yin-Tsi, Law Yim-Hing, Luk Fei-Hung, Man Kok-Fei ",The True Story of Fang Shiyu
Hong Kong,"Lee Chiu, Tenky Tin Kai-Man ",martial arts,https://en.hkcinema.ru/foto/44edcd35.jpg,1995,"Chin Ka-Lok, Ben Lam Kwok-Bun, Jennifer Chan Ming-Chan, Yip Fong, Rico Chu Tak-On, Kwan Bun, Li Wei-Sheng, Tenky Tin Kai-Man, Danny Chow Yun-Kin ",Little Hero on the Run
China,Na Te ,"martial arts, romance, comedy",https://en.hkcinema.ru/foto/58e7bdfc155aa.jpg,2017,"Zheng Zi-Hao, Chen Nuo, Bai Hong-Biao, Hui Zi, Wang Xiao-You, Liu Yi-Jing, Xia Hao-Nan, Fang Qian ",Fist Love March
China,Siao Lung ,martial arts,https://en.hkcinema.ru/foto/72d02282.jpg,1984,"Yau Gin-Gwok, Zhong Xiao-Zhen, Li Yan-Long, Suen Gen-Fa, Xu Xue-Yi, Dong Li, Li Zhong-Ru, Pan Wei-Xing, Ku Guo-Xing, Xu Qi-Cheng, Zhang Ke-Jian ",The South Shaolin Master
Taiwan,Larry Tu Chong-Hsun ,martial arts,https://en.hkcinema.ru/foto/471e5447.jpg,1972,"Sing Lung, Chen Pei-Ling, Chen Hung-Lieh, Hong Hoi, Yee Yuen, Tien Yeh, Chiang Tao, Lung Fei, Shan Mao, Chang Feng, Yu Chung-Chiu ",The Blind-Swordsman's Revenge
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/a981a6fa.jpg,1963,"Walter Tso Tat-Wah, Yu So-Chau, Connie Chan Po-Chu, Choi Yim-Heung, Sek Kin, Pak Lung-Chu, Sai Gwa-Pau, Yip Wai-Ngai, Chan Lap-Ban ",A Goddess' Sword
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Walter Tso Tat-Wah, Yu So-Chau, Sek Kin, Connie Chan Po-Chu, Yu Kai, Kong Bo-Lin, Sai Gwa-Pau, Pak Lung-Chu, Chow Gat, Chu Dan, Ko Liu-Chuen ","White-Bone Sword, The (Part 3)"
Hong Kong,Chan Lit-Ban ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1964,"Cheung Ying-Tsoi, Suet Nei, Connie Chan Po-Chu, Yam Yin, Tam Sin-Hung, Sek Kin, Liu Liang-Hua, Ku Wen-Chung, Fung Ngai, Tang Ti ","Snowflake Sword, The (Part 2)"
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1969,"Law Yim-Hing, Cheung Ying-Tsoi, Pearl Au Ka-Wai, Sek Kin, Wong Man-Lee, Fong Feng, Cheung Wan-Sang, Au-Yeung Kwong, Wong Fei ",The Sword that Vanquished the Monster
Taiwan,,"martial arts, fantasy",https://en.hkcinema.ru/foto/e65d43ab.jpg,1985,"Leung Kar-Yan, Leanne Lau Suet-Wah, Ying Cai-Ling ",Xiao Ao Jiang Hu
Hong Kong,Lee Fa ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1961,"Lam Fung, Tsi Law-Lin, Lee Ching, Sheung-Kwun Kwan-Wai, Chow Chung, Yam Yin, Tam Sin-Hung, Sek Kin, Lam Kau, Simon Yuen Siu-Tin ",Twin Swords (Part 2)
China,Shang Jing ,"historical, martial arts, comedy",https://en.hkcinema.ru/foto/6925e738.jpg,2006,"Yan Ni, Yao Chen, Yu En-Tai, Sha Yi, Jiang Chao, Wang Sha-Sha, Ni Hong-Jie, Fan Ming, Xiao Jian, Ju Hao, Yu Juan, Liu Ya-Jin, Zhang Qing ",My Own Swordsman
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/0ce45106.jpg,1966,"Connie Chan Po-Chu, Josephine Siao Fong-Fong, Lee Heung-Kam, Sek Kin, Lau Ching, Ng Yan-Chi, Sai Gwa-Pau, Lee Sau-Kei, Tang Ti ",Young and Furious (Part 1)
Hong Kong,Dean Shek Tin ,martial arts,https://en.hkcinema.ru/foto/5618b1798f64e.jpg,1975,"Yen Shi-Kwan, Dean Shek Tin, Fung Hak-On, Eddy Ko Hung, Shirley Wong Sa-Lee, Huang Pei-Chih, Gordon Liu Chia-Hui, Ho Kei-Cheong, Wong Shu-Tong ",The Monk
Hong Kong,"Lee Jeong-Ho, Sammo Hung Kam-Bo ",martial arts,https://en.hkcinema.ru/foto/1d937c17.jpg,1977,"Sammo Hung Kam-Bo, James Tin Chuen, Hsiao Ho, Fung Hak-On, Chan Sing, Chu Ching, Wang Hsieh, Wong Fung, Wong Chi-Ming ",The Iron Fisted Monk
China,Chang Peng-I ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1991,"Wu Ma, Ida Chan Yuk-Lin ",The Monks From Shaolin
China,Li Qi-Min ,martial arts,https://en.hkcinema.ru/foto/6545d105.jpg,1985,"Sun Jian-Ming, Zhang Xi-Ling, Chui Ngai, Wong Sau-Ping, Yu Da-Lu, Wang Jian-Jun, Liu Wei-Hua, Li Wan-Fu ",Murky Shadows Over the Gorges
China,Jingle Ma Choh-Shing ,"martial arts, drama, historical",https://en.hkcinema.ru/foto/a37713be.jpg,2009,"Vicki Zhao Wei, Jaycee Chan Cho-Ming, Hu Jun, Chen Kun, Yu Rong-Guang, Vitas, Nicky Lee Kau-Chik, Xu Jiao, Angel Liu Yu-Xin, Sun Zhou ",Mulan
Hong Kong,Tony Liu Chun-Ku ,martial arts,https://en.hkcinema.ru/foto/3f8e7afb.jpg,1984,"Leung Kar-Yan, Lau Wing, Nancy Hu Guan-Chen, Ku Feng, Lo Meng, Lo Lieh, Eric Chan Ga-Kei, Lau Yuk-Pok, Fong Yi-Jan, Phillip Ko Fei ",Secret Service of the Imperial Court
Taiwan,Chang Mei-Chun ,martial arts,https://en.hkcinema.ru/foto/595e7a9c.jpg,1969,"Richard Chan Chun, Chiang Ching, Tsui Fu-Sheng, Tien Yeh, Tung Lam, Sun Yueh, Chang Feng, Yeung Fui-Yuk, Melvin Cheung Wan-Man, Ng Ho ",Sworn Chivalries
Hong Kong,Lo Wei ,martial arts,https://en.hkcinema.ru/foto/6e781249.jpg,1971,"Angela Mao Ying, James Tin Chuen, Lee Kwan, Lydia Shum Tin-Ha, Nora Miao Ke-Hsiu, Pai Ying, Patrick Tse Yin, Paul Chang Chung ",The Invincible Eight
Hong Kong,"Ling Yun, Yuan Qiu-Feng ",martial arts,https://en.hkcinema.ru/foto/677f72a6.jpg,1970,"Kelly Lai Chen, Karen Yip Leng-Chi, Mak Gei, Wong Gam-Fung, Hung Mei, Lee Wan-Chung, Wang Sun, Yam Ho, Fong Chiung, Wong Man ",The Undefeated Sword
China,"Gan Tak-Mau, Benny Ng Shiu-Hung, Zhang Ning ","martial arts, historical",https://en.hkcinema.ru/foto/572a1dca8b052.jpg,2000,"Jacky Wu Jing, Banny Chen Zhi-Pen, Chi Chin, Rolling Zhang Heng, Chen Chun-Sheng, Xu Lu, Lam Lei, Dai Chun-Rong, Cao Zhi-De, Andrea Choi On-Kiu ",Jue Ming Yuan Yang
Taiwan,Hsu Tseng-Hung ,martial arts,https://en.hkcinema.ru/foto/e3e4d368.jpg,1971,"Jimmy Wang Yu, Hsu Feng, Chang Yu, Paul Chang Chung, Chen Hung-Lieh, Tien Yeh, Miao Tian, Lung Fei, Liu Ping, Lung Yam-Yi, Hsieh Han ",The Invincible Sword
Hong Kong,Ho Meng-Hua ,martial arts,https://en.hkcinema.ru/foto/dae78ef7.jpg,1968,"Cheng Pei-Pei, Tang Ching, Yang Chi-Ching, Fan Mei-Sheng, Ku Feng, Wong Ching-Wan, Lui Hung, Man Sau, Lan Wei-Lieh, Siu Lam-Wun ",The Jade Raksha
China,Tony Ching Siu-Tung ,"romance, fantasy, martial arts",https://en.hkcinema.ru/foto/5c4fcbbb941b1.jpg,2019,"Daytoy Sean Xiao, Li Qin, Tina Tang Yi-Xin, Meng Mei-Qi, Terry Chiu Hsin-Chih, Cecilia Yip Tung, David Chiang Da-Wei, Norman Chu Siu-Keung ",Jade Dynasty
Taiwan,Robert Tai Chi-Hsien ,"action, martial arts",https://en.hkcinema.ru/foto/9cc586ff.jpg,1986,"Alexander Lo Rei, Li Yi-Min, William Yen, Wang Hsieh, Wong Chi-Sang, Eugene Thomas, Lee Hoi-Hing, Yuk Hin, Silvio Azzolini, Philip So Yuen-Fung ",Ninja - The Final Duel
Hong Kong,,"action, martial arts",https://en.hkcinema.ru/foto/29c2d34d.jpg,1988,"Jonathan Isgar, Chang Seng-Kwong, Chiang Tao, Lu I-Chan, Wa Lun, Chuen Yuen ",Ninja: American Warrior
Hong Kong,Jimmy Tsang ,martial arts,https://en.hkcinema.ru/foto/57ca719e.jpg,1982,"Jerry Young, Maple Lin, Chan Bo-Leung, Keith Lee, Paul Chan, Poon Cheung-Ming, Bob Ma, Kent Wong, Kim Yu-Haeng, Mandy Ding, Oliver Kim, Sammy Lai ",Firefist of the Incredible Dragon
South Korea,Kim Jung-Yong ,martial arts,https://en.hkcinema.ru/foto/ac3c7aba.jpg,1977,"Casanova Wong, Yeung Wai, Carrie Lee Ying-Ying, Bruce Cheung Mong, Gwak Mu-Seong, Nam Chung-Yat, Elton Chong, Jeon Shook, Hung Sing-Chung ",Lone Shaolin Avenger
Taiwan,"Jimmy Wang Yu, David Chiang Da-Wei ",martial arts,https://en.hkcinema.ru/foto/a36f869a.jpg,1976,"Jimmy Wang Yu, David Chiang Da-Wei, Lo Lieh, Chang Yu, Liu Meng-Yan, Viola Ku Yin, Lung Fei, Hung Lau, Hung Fa-Long, Yeh Hsiao-Yee, Yu Chung-Chiu ",The One-Armed Swordsmen
Hong Kong,Wong Yiu ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1964,"Tang Pik-Wan, Yu So-Chau, Cheung Ying-Tsoi, Sek Kin, Tong Kai, Lee Heung-Kam, Lee Pang-Fei, Cheung Sang, Lok Gung, Wong Hak ",She's a Musketeer (Part 1)
Taiwan,Ulysses Au-Yeung Jun ,martial arts,https://en.hkcinema.ru/foto/33fea13d.jpg,1981,"Elsa Yeung Wai-San, Fanny Fong Fong-Fong, Ng Haau-Ling, Mary Wong Ma-Lee, Ha Kwong-Li, Teresa Tsui Jun-Jun, Don Wong Tao, Cheng Fu-Hung ",Island Warriors
Hong Kong,Wu Fei-Chien ,martial arts,https://en.hkcinema.ru/foto/356074e0.jpg,1974,"Barry Chan, Wong Fei, Wu Fei-Song, Cheng Fu-Hung, Ng Fei-Git, Tsai Hung, Ngok Fung, Tai Leung, Yu Heng, Tsang Ming-Cheong, Lai Wen-Chin ",The Brave Lion
Taiwan,Tong Sang ,martial arts,https://en.hkcinema.ru/foto/57e2e4b9.jpg,1976,"Hsu Feng, Lin Kuang-Tseng, Chia Ling, Wen Chiang-Long, Chuen Yuen, Chang Ping-Yu, Hsiang Chun, Tieh Meng-Chiu, Wong Yu, Liu Ming ",Seven Spirit Pagoda
Taiwan,Chin Sheng-En ,martial arts,https://en.hkcinema.ru/foto/e46ebfcb.jpg,1972,"Tien Peng, Nancy Yen Nan-See, Wong Goon-Hung, Wong Fei-Lung, Lee Keung, Pan Chuan-Ling, Blacky Ko Sau-Leung, Chan San-Yat, Ko Chun-Pang ",Chaochow Guy
Taiwan,Sun Yung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1975,"Joan Lin Feng-Chiao, Chen Hung-Lieh, Tang Chia-Chuan, Woo Yue-Hong, Tsui Fu-Sheng, Cho Kin, Cheung Ying-Kei, Mang Lee, Chow Toi-Sang ",The Phantom Madam Peach Blossom
Taiwan,Joseph Kuo Nan-Hong ,martial arts,https://en.hkcinema.ru/foto/14e131a6.jpg,1970,"Cheung Ching-Ching, Kong Ban, Yee Yuen, Ma Kei, Ko Yu-Min, Su Chen-Ping, Julie Lee Chi-Lun, Wei Su, Han Chiang, Su Chin-Lung, Lui Jun ",Sorrowful to a Ghost
Hong Kong,Ku Wen-Chung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1950,"Walter Tso Tat-Wah, Chun Siu-Lei, Lam Kau, Yam Yin, Ho Siu-Hung, Lau Kwai-Hong, Wong Cho-San, Ling Mung, Lee Ngan, Tang Mei-Mei, Mok Wan-Ha ",Is Pingyang City Burning? (Part 2)
China,Zhu Zhao-Wei ,martial arts,https://en.hkcinema.ru/foto/79618bb3.jpg,2012,"Zhang Zhen, Ren Peng-Liang, Gong Ruo-Lan, Yang Di, Han Jia, Chen Zheng-Hua, Bi Shi-Kao, Huang Xi-Heng ",Little Heroes Legend of Yuefei
Hong Kong,Wong Sing-Loy ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1980,"Ng Ming-Choi, Fan Mei-Sheng, Tiger Yang Cheng-Wu, Lau Yat-Fan, Go Miu-Si, Ho Pak-Kwong, Simon Yuen Siu-Tin, Tsui Oi-Sam, Chow Kong ",Little Mad Guy
Hong Kong,Chen Huan-Wen ,"martial arts, fantasy",https://en.hkcinema.ru/foto/nofoto.gif,1948,"Fung Ying-Seung, Lau Hak-Suen, Ma Ying, Chow Chi-Sing, Ku Ji-Chau, Ngai Pang-Fei, Ji Lu-Lu, Cheung Lam-Chun, Cheung Sai-Fan, Yam Yin ","Vagabond Master, The (Part 2)"
Hong Kong,Chen Huan-Wen ,"martial arts, fantasy",https://en.hkcinema.ru/foto/nofoto.gif,1948,"Ji Lu-Lu, Cheung Sai-Fan, Wong Cho-San, Ku Ji-Chau, Fung Ying-Seung, Chan Wan-Lung, Yiu Ping, Lee Dan-Mei, Ling Mung, Ngai Pang-Fei ","Vagabond Master, The (Part 4)"
Hong Kong,Ray Wu Wai-Shing ,martial arts,https://en.hkcinema.ru/foto/56349ade881a9.jpg,2001,"Roy Cheung Yiu-Yeung, Dragon Sek Tin-Lung, Edmond So Chi-Wai, Lily Chung Suk-Wai, Karen Cheung Bo-Man, Billy Chow Bei-Lei, Xing Yu ",Dragon the Master
South Korea,Choe U-Hyeong ,martial arts,https://en.hkcinema.ru/foto/b01761b2.jpg,1982,"Benny Tsui, Hwang Jang-Lee ",Masters of Tiger Crane
Hong Kong,Chang Peng-I ,martial arts,https://en.hkcinema.ru/foto/b02160bb.jpg,1982,"Ti Lung, Chan Sze-Kai, Lo Meng, Sun Chien, Liu Lai-Ling, Jason Pai Piao, Kwan Fung, Lily Li Li-Li, Phillip Ko Fei, Yeung Ching-Ching ",Clan Feuds
Taiwan,Ting Shan-Hsi ,martial arts,https://en.hkcinema.ru/foto/561d5e146ac69.jpg,1977,"Angela Mao Ying, Don Wong Tao, Jimmy Wang Yu, Min Min, Kam Kong, Lee Keung, Ho Wei-Hsiung, Shan Mao, Ng Ho, Yeung Fui-Yuk, Au Lap-Bo ",Revenge of Kung Fu Mao
Taiwan,Li Su ,martial arts,https://en.hkcinema.ru/foto/cfc7b190.jpg,1974,"Liu Siu-Wai, Phillip Ko Fei, Su Chen-Ping, Kong Yeung, Chung Seung-Man, Ho Yu-Hua, Wu Te-Shan, Min Min, Yeung Lit, Hong Chong ",Revenge Is Sweet
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/5a5a5703.jpg,1957,"Kwan Tak-Hing, Yu So-Chau, Walter Tso Tat-Wah, Chan Yiu-Lam, Chow Chung, Sek Kin, Kwan Yan, Lai Man, Liu Chia-Liang, Sek Chi-Ban ",Devil's Sword
South Korea,Casanova Wong ,martial arts,https://en.hkcinema.ru/foto/c1309d6d.jpg,1985,"Casanova Wong, Kim Young-In, Mike Wong Lung, Yu Hwa, Kim Yu-Haeng, Lee Heon-Du, Sin Mun-Hwan, Kim Yong-Hak, Lee Jin-Yeong, Ma Hyeong-Ju ",Sword of Evil Power
Hong Kong,Fung Chi-Kong ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1964,"Yu So-Chau, Cheung Ying-Tsoi, Pearl Au Ka-Wai, Cecelia Lee Fung-Sing, Sek Kin, Lau Hak-Suen, Yung Yuk-Yi, Yue Ming, Chow Gat, Lee Heung-Kam ","Sword from the Sea, The (Part 1)"
Hong Kong,"Brandy Yuen Jan-Yeung, Cheung Hoi-Ching ","martial arts, fantasy",https://en.hkcinema.ru/foto/5a7e7294.jpg,1993,"Danny Lee Sau-Yin, Yuen Biao, Anita Yuen Wing-Yee, Lung Fong, Ng Man-Tat, Elvis Tsui Kam-Kong, Sharla Cheung Man, Wu Ma, Yip Chuen-Chan ",The Sword Stained with Royal Blood
Hong Kong,"Raymond Lee Wai-Man, King Hu Chin-Chuan, Ann Hui On-Wah ",martial arts,https://en.hkcinema.ru/foto/5247266b.jpg,1990,"Samuel Hui Koon-Kit, Jacky Cheung Hok-Yau, Lam Ching-Ying, Lau Siu-Ming, Lau Shun, Cecilia Yip Tung, Fennie Yuen Kit-Ying ",Swordsman
Taiwan,Hon Bo-Cheung ,martial arts,https://en.hkcinema.ru/foto/c933fc5e.jpg,1977,"Yueh Hua, Hsu Feng, Pai Ying, Ha Kwong-Li, Lo Lieh, Fang Mian, Shi Shu-Ping, Woo Yin, Feng Chi-Ping, Woo Wai, Min Min, Lau Sui-Fong ","The Chivalry, the Gunman and Killer"
Taiwan,Li Fai-Mon ,martial arts,https://en.hkcinema.ru/foto/562b9a71dff5e.jpg,1973,"Tong Lung, Hong Hoi, Lam Shui-Yiu, Yee Yuen, Hau Yee, Chan Wai-Lau, Liu Chu, Liu Chik, Go Ming, Siu Leung-Go, Ho Wei-Hsiung, Tai Leung ",On the Verge of Death
Taiwan,Fong Ho ,martial arts,https://en.hkcinema.ru/foto/827ad658.jpg,1984,"Sonny Yue, Pai Ying, Wei Pin-Ao, Ma Cheung, Chan Siu-Pang, Su Chen-Ping, Chao Yung-Hsin, Yeung Hung, Ho Wei-Hsiung, Ma Chin-Ku ",Raiders of the Shaolin Temple
